Ejercicio;Tema
La esferita mostrada gira uniformemente a razon de 120 RPM si la cuerda que lo sostiene tiene una longitud de 1 m ¿que velocidad lineal tiene la esferita?;mcuv
Un volante parte del reposo gira con MCUV 10pirad s 2  Si en 2 s gira 180pirad ¿que tiempo transcurrio del inicio hasta el lapso de los 2 s?;mcuv
Un cuerpo con MCUV partio con una velocidad angular de 4pirad s y una aceleracion angular de 3pirad s2 al transcurrir los primeros 6 s Hallar su velocidad angular;mcuv
La aceleracion angular de una rueda es 2 rad s2  Al cabo de 05 s de iniciado el movimiento su aceleracion instantanea es de m s2  Si partio del reposo hallar el radio de la rueda;mcuv
Desde una altura de 5 m se suelta una piedra sobre un punto “P” perteneciente a la periferie del disco la piedra es soltada cuando el disco comienza a girar y cuando “P” tiene 900 RPM ¿Que distancia separa al punto “P” y la piedra cuando esta choca con el disco? Radio del disco = 20 cm g = 10 m s2;mcuv
Desde que altura se debe dejar caer la piedra para que pase por el agujero cuando el disco genere 3 vueltas Velocidad angular del disco 6pirad s (g=10 m s2 );mcuv
Una particula gira con MCUV para el instante indicado su velocidad y aceleracion son 20 m s y 20 m s2  Determinar su velocidad y aceleracion angular;mcuv
Si el eje que une a los discos A y B giran con ω=12rad s calcular la velocidad del disco “C” RA = 2 m RB = 3 m RC = 4 m;mcuv
Una particula realiza un MCUV con una aceleracion angular constante de 3 rad s2 y un radio de giro de 5 m hallar la rapidez del movil en el instante que su velocidad y aceleracion formen 53 grados;mcuv
Una rana inicia un salto con una velocidad de 36 km h formando un angulo de 30º con la horizontal Calcula: a) El alcance del salto b) La altura maxima alcanzada durante el salto c) El tiempo de vuelo d) La velocidad al llegar a la nueva posicion;tob
Un jugador de baloncesto realiza un tiro a canasta con un angulo de 40º desde una altura de 2 metros La canasta esta situada a 10 metros de distancia y la altura del aro es de 305 metros Determina: a) La velocidad con la que debe impulsar el balon para encestar b) El tiempo que tarda el balon en llegar al aro c) La velocidad con la que llega el balon al aro d) La altura maxima alcanzada por el balon;tob
Un futbolista se dispone a lanzar una falta directa con barrera La distancia del balon a la barrera es de 9 m La distancia entre el balon y la porteria es de 20 m La altura de la barrera es de 185 cm y la altura del larguero de la porteria es de 244 cm El jugador golpea el balon con un angulo de 20º Determina: a) La velocidad minima con la que debe golpear el balon para superar la barrera b) Suponiendo que el portero no intercepta el balon y que este es lanzado con la velocidad del apartado anterior si el balon entrara en la porteria;tob
Un avion que vuela a 5000 m de altura con una velocidad de 600 km h deja caer un paquete a) ¿Cuanto tiempo tarda en llegar al suelo? b) ¿A que distancia del punto de lanzamiento cae el paquete? c) ¿Con que velocidad llega al suelo el paquete?;tob
El “cano” de una fuente esta en posicion horizontal Cuando se pone en funcionamiento el chorro de agua cae a 75 cm del pie de la fuente Si el cano esta situado a 120 cm de altura determina: a) La velocidad de salida del agua b) El tiempo que tarda el agua en llegar al suelo;tob
Una bola rueda por una mesa horizontal Al llegar al borde sale lanzada describiendo un tiro horizontal Calcula la altura de la mesa y la velocidad con la que rueda la bola si esta tarda 125 segundos en llegar al suelo y cae a 40 cm del borde de la mesa;tob
Desde un acantilado de 50 m de altura se dispara un proyectil con una velocidad de 270 km h Determina: a) La posicion del proyectil 2 segundos despues de efectuar el disparo b) La velocidad en ese instante c) El alcance del proyectil d) El tiempo que tarda el proyectil en llegar al agua e) La velocidad del proyectil al impactar en el agua;tob
Desde la azotea de un edificio se lanza verticalmente hacia arriba un objeto con una velocidad inicial de 10 m s El objeto tarda 4 segundos en llegar al suelo Determina:;tv
Se lanza verticalmente hacia arriba un cuerpo con velocidad inicial de 15m s Calcula:;tv
Se lanza un objeto verticalmente hacia arriba La altura maxima que alcanza es de 74 m Determina:;tv
Un globo aerostatico asciende verticalmente con una velocidad constante de 15 m s En un momento dado se deja caer un objeto que tarda 20 segundos en llegar al suelo Calcula la altura del globo cuando se dejo caer el objeto;tv
Se lanzan dos cuerpos verticalmente hacia arriba ambos con velocidad inicial de 400 m s Entre el lanzamiento del primero y del segundo transcurren 20 segundos Determina:;tv
El alcance R de un proyectil se define como el maximo desplazamiento horizontal del mismo Un proyectil se lanza en el tiempo t = 0 con una rapidez inicial vi y un angulo θ sobre la horizontal a) Calcule el tiempo t en el cual el proyectil regresara a su altitud original b) Demuestre que el alcance es 𝑅 = 𝑣𝑜 2 sin 2𝜃 𝑔 [Sugerencia: aplique la identidad trigonometrica sin 2𝜃 = 2 sin 𝜃 cos 𝜃] c) ¿Que valor de θ proporciona el maximo alcance? ¿Cual es ese alcance maximo?;tob
Un astronauta patea una piedra ubicada en el suelo de un planeta del sistema solar El astronauta mide un alcance 263 veces mayor que el que hubiera ocurrido en la Tierra golpeando una piedra con la misma velocidad inicial A continuacion la arroja verticalmente observando que tarda 4 s en regresar a su mano ¿Con que rapidez arrojo verticalmente la piedra?;tob
Un avion se desplaza en picada con velocidad constante formando un angulo de 3687 grados bajo la horizontal Cuando esta a 7936 m del suelo se le desprende un pequeno tornillo este tarda 8 s en llegar hasta el suelo Calcular la distancia desde el punto en que se desprende el tornillo hasta el punto en el cual golpea contra el suelo;tob
Dos aviones de combate vuelan horizontalmente con velocidades constantes a lo largo de una misma direccion y sentido Uno de ellos lo hace a una altura ha del suelo y con velocidad va mientras que el otro vuela a una altura hb y con una velocidad vb En cierto instante ambos estan situados en una misma vertical y dejan caer simultaneamente cada uno de ellos una bomba Si se desea que ambas bombas impacten sobre un mismo blanco fijo en la tierra y se ajustan las velocidades de modo que va = 1414 vb ¿cuanto vale el cociente hb   ha?;tob
Se dispara desde el suelo un proyectil en un terreno horizontal de manera de obtener su maximo alcance Rmax ¿Cual es la altura del proyectil cuando su distancia horizontal respecto del punto de lanzamiento es un 20% de su maximo alcance? Exprese el resultado unicamente en funcion de Rmax;tob
Jason esta practicando su golpe de tenis haciendo rebotar pelotas contra una pared Una pelota sale de su raqueta a una altura de 60 cm sobre el suelo y con un angulo de 80 grados con respecto a la vertical a) La rapidez de la pelota al alejarse de la raqueta es de 20 m s y tiene que recorrer una distancia horizontal de 10 m antes de llegar a la pared ¿A que altura sobre el suelo golpea la pelota esa pared? b) ¿Esta ascendiendo o descendiendo la pelota cuando impacta con la pared?;tob
Se hace rodar una canica de manera que salga proyectada horizontalmente desde la parte alta de una escalera La rapidez inicial de la canica es de 3 m s Cada escalon tiene 018 m de alto y 03 m de ancho ¿En cual de los escalones golpeara primero la canica?;tob
Usted trabaja como consultor en la mas reciente pelicula de James Bond En una escena Bond debe disparar un proyectil con un canon y hacer blanco en el cuartel general del enemigo que se localiza en lo alto de un precipicio a 350 m del canon y 75 m mas arriba que este El canon disparara el proyectil con un angulo de 40 grados por arriba de la horizontal El director quiere saber cual tendra que ser la rapidez del proyectil cuando sea disparado por el canon para que logre alcanzar el cuartel general del enemigo ¿Que le aconsejaria usted?;tob
Usted desea hacer la grafica de la trayectoria de un proyectil Es decir desea graficar la altura del proyectil en funcion de la distancia horizontal x El proyectil es lanzado desde el origen con una rapidez inicial vi a un angulo θ sobre la horizontal;tob
Una bolsa de frijoles es arrojada horizontalmente desde una ventana de un dormitorio estudiantil que se encuentra a una altura h sobre el nivel de la calle La bolsa cae al suelo a una distancia horizontal h (la misma distancia h) del dormitorio con respecto al punto que esta directamente debajo de la ventana desde la cual fue arrojada Sin tomar en cuenta la resistencia del aire halle la direccion de la velocidad de la bolsa de frijoles inmediatamente antes del impacto;tob
Un disco gira con aceleracion angular constante γ = 2 [rad s2 ] Si el disco parte del reposo a) ¿cuantas revoluciones dara en 10 [s]? b) ¿cual sera la velocidad angular luego de 10 segundos? c) Realice un esquema indicando las magnitudes vectoriales en un punto ubicado sobre el perimetro;mcuv
a) ¿Cual seria la aceleracion angular del punto del problema 17 si el disco se detiene en 25 segundos? b) ¿Cuantas vueltas describen el disco y el punto hasta detenerse? c) Calcule la aceleracion tangencial d) Indique la velocidad tangencial inicial y final del punto e) Realice un esquema indicando las magnitudes vectoriales en el punto durante el proceso de frenado;mcuv
Partiendo del reposo una piedra abrasiva (piedra de amolar) tiene una aceleracion angular constante de 32 [rad s2 ] Halle 27 segundos despues: a) el desplazamiento angular de un punto ubicado a 5 [cm] del eje o centro de la misma b) la velocidad angular de la piedra c) La velocidad y aceleracion tangencial del punto d) Realice un esquema indicando las magnitudes vectoriales en el punto;mcuv
Si el motor que mueve la amoladora del problema 20 se detiene cuando la piedra gira con velocidad angular de 86 [1 s] y la misma llega al reposo al cabo de 192 [s] calcule: a) La aceleracion angular b) La rotacion angular y numero de vueltas durante la desaceleracion c) Esquema durante el frenado indicando las magnitudes vectoriales en un punto ubicado sobre el perimetro de la piedra de amolar;mcuv
Un lavarropa gira a 900 [rpm] disminuye uniformemente a 300 [rpm] mientras efectua 50 revoluciones o vueltas (giros) Determinar: a) La aceleracion angular y b) El tiempo requerido para completar las 50 revoluciones;mcuv
- Se lanza una particula verticalmente hacia arriba con una velocidad de 392 [m s]: a) ¿Cuanto tarda en alcanzar la altura maxima? b) ¿Cual es la altura maxima que alcanzo si se arrojo desde el piso? c) Una vez que cae libremente ¿cuanto tarda en llegar al suelo? d) ¿Que velocidad tiene al llegar al suelo? e) Representar graficamente Y = Y(t)  V = V(t) y A = A(t);tv
Un juguete cae desde el balcon de una casa de departamentos Al pasar frente a una ventana A su velocidad es de 196 [m s] Al pasar frente a otra ventana B de un piso inferior su velocidad es 49 [m s]: a) ¿Cuanto tiempo tardo el juguete desde el balcon hasta la ventana A? b) ¿Que distancia hay entre el balcon y la ventana A? c) ¿Que distancia hay entre ambas ventanas? d) Representar graficamente: Y = Y(t) V = V(t) y A = A(t);tv
Un cuerpo es arrojado hacia abajo desde una cierta altura con una velocidad inicial de 8 [m s]: a) ¿Cual es el desplazamiento durante los primeros 4 [s]? y ¿Cual es su velocidad en ese instante? b) Represente graficamente la posicion velocidad y aceleracion en funcion del tiempo c) Resolver el problema si el cuerpo se arroja hacia arriba;tv
Un proyectil se dispara hacia arriba con una velocidad inicial y en ese instante se pone en marcha un cronometro Si al alcanzar una altura de 100 [m] respecto del punto de partida su velocidad es 15 [m s] calcule: a) el instante en el cual se encuentra en esa posicion b) la velocidad inicial c) altura maxima d) Representar la posicion velocidad y aceleracion en funcion del tiempo;tv
- a) Desde un edificio de 849 metros de altura se lanza un cuerpo verticalmente tres segundos despues alcanza el suelo Calcule la velocidad inicial e indique su sentido b) Representar la posicion velocidad y aceleracion en funcion del tiempo c) ¿Cual seria la respuesta si el cuerpo tarda 48 segundos en llegar al piso? d) Represente la posicion velocidad y aceleracion en funcion del tiempo para el item c);tv
